INVESTPREV	SEGURADORA	S/A	Balancete	Contábil	Analítico	01/02/2020	a	29/02/2020	Folha:	1				
3.6.1.3.1.7.0.0	3848	AJUSTE	AO	VALOR	DE	MERCADO	-2.935,51	0	-3.400,49	-3.400,49	-6.336,00			
														
3.6.1.3.1.7.0.0.0	65443	AJUSTE	AO	VALOR	DE	MERCADO	-2.935,51	0	-3.400,49	-3.400,49	-6.336,00			
														
3.6.1.3.1.7.0.0.0.0	65444	AJUSTE	AO	VALOR	DE	MERCADO	-2.935,51	0	-3.400,49	-3.400,49	-6.336,00			
3.6.1.3.1.7.0.0.0.0.0001	305999	AJUSTE	AO	VALOR	DE	MERCADO	-2.935,51	0	-3.400,49	-3.400,49	-6.336,00			
														
3.6.1.6	303927	RECEITAS	FINANC	C/	OPERACOES	DE	SEGURO	-117.732,18	0	-60.242,78	-60.242,78	-177.974,96		
														
3.6.1.6.1	13	RECEITA	FINANCEIRA	-	SEGUROS	-24.937,10	0	-10.442,75	-10.442,75	-35.379,85				
3.6.1.6.1.1	15	JUROS	-7.743,54	0	-7.646,48	-7.646,48	-15.390,02							
3.6.1.6.1.5	191	ATUALIZAÇÃO	MONETÁRIA	-17.193,56	0	-2.796,27	-2.796,27	-19.989,83						
														
3.6.1.6.5	303990	RECEITAS	FINANCEIRAS	RESSEGUROS	CEDIDOS	-92.795,08	0	-49.800,03	-49.800,03	-142.595,11				
														
3.6.1.6.5.1	367024	JUROS	-42.078,27	0	-41.861,40	-41.861,40	-83.939,67							
														
3.6.1.6.5.1.0	367025	JUROS	-42.078,27	0	-41.861,40	-41.861,40	-83.939,67							
														
3.6.1.6.5.1.0.0	367028	JUROS	-42.078,27	0	-41.861,40	-41.861,40	-83.939,67							
														
3.6.1.6.5.1.0.0.0	367029	JUROS	-42.078,27	0	-41.861,40	-41.861,40	-83.939,67							
														
3.6.1.6.5.1.0.0.0.0	367030	JUROS	-42.078,27	0	-41.861,40	-41.861,40	-83.939,67							
3.6.1.6.5.1.0.0.0.0.0001	367031	JUROS	-42.078,27	0	-41.861,40	-41.861,40	-83.939,67							
														
3.6.1.6.5.5	350817	ATUALIZACAO	MONETARIA	-50.716,81	0	-7.938,63	-7.938,63	-58.655,44						
														
3.6.1.6.5.5.0	51107	ATUALIZACAO	MONETARIA	-50.716,81	0	-7.938,63	-7.938,63	-58.655,44						
														
3.6.1.6.5.5.0.0	51112	ATUALIZACAO	MONETARIA	-50.716,81	0	-7.938,63	-7.938,63	-58.655,44						
														
3.6.1.6.5.5.0.0.0	65447	ATUALIZACAO	MONETARIA	-50.716,81	0	-7.938,63	-7.938,63	-58.655,44						
														
3.6.1.6.5.5.0.0.0.0	65448	ATUALIZACAO	MONETARIA	-50.716,81	0	-7.938,63	-7.938,63	-58.655,44						
3.6.1.6.5.5.0.0.0.0.0001	350818	ATUALIZACAO	MONETARIA	-50.716,81	0	-7.938,63	-7.938,63	-58.655,44						
														
3.6.1.9	304123	OUTRAS	RECEITAS	FINANCEIRAS	12.240,85	0	-48.342,32	-48.342,32	-36.101,47					
														
3.6.1.9.2	304150	RECEITAS	C/	CREDITOS	TRIBUTARIOS	0	0	-133,93	-133,93	-133,93				
3.6.1.9.2.5	390959	ATUALIZACAO	MONETARIA	0	0	-133,93	-133,93	-133,93						
														
3.6.1.9.5	391308	RECEITAS	C/	FUNDOS	DE	INVESTIMENTOS	12.240,85	0	-48.207,88	-48.207,88	-35.967,03			
														
3.6.1.9.5.2	391425	QUOTAS	DE	OUTROS	FUNDOS	DE	INVESTIMENTO	12.240,85	0	-48.207,88	-48.207,88	-35.967,03		
														
3.6.1.9.5.2.2	391443	AJUSTE	AO	VALOR	DE	MERCADO	12.240,85	0	-48.207,88	-48.207,88	-35.967,03			
														
3.6.1.9.5.2.2.0	3980	AJUSTE	AO	VALOR	DE	MERCADO	12.240,85	0	-48.207,88	-48.207,88	-35.967,03			
														
3.6.1.9.5.2.2.0.0	65459	AJUSTE	AO	VALOR	DE	MERCADO	12.240,85	0	-48.207,88	-48.207,88	-35.967,03			
														
3.6.1.9.5.2.2.0.0.0	65460	AJUSTE	AO	VALOR	DE	MERCADO	12.240,85	0	-48.207,88	-48.207,88	-35.967,03			
3.6.1.9.5.2.2.0.0.0.0001	306519	AJUSTE	AO	VALOR	DE	MERCADO	-32,64	0	-24,22	-24,22	-56,86			
3.6.1.9.5.2.2.0.0.0.0002	671	AJUSTE	AO	VALOR	DE	MERCADO	-	FUNDO	ARES	12.273,49	0	-48.183,66	-48.183,66	-35.910,17
														
3.6.1.9.9	304160	RECEITAS	FINANCEIRAS	EVENTUAIS	0	0	-0,51	-0,51	-0,51					
														
3.6.1.9.9.8	350934	OUTRAS	RECEITAS	0	0	-0,51	-0,51	-0,51						
														
3.6.1.9.9.8.0	4004	OUTRAS	RECEITAS	0	0	-0,51	-0,51	-0,51						
3.6.1.9.9.8.0.0	4005	OUTRAS	RECEITAS	0	0	-0,51	-0,51	-0,51						
														
3.6.1.9.9.8.0.0.0	65469	OUTRAS	RECEITAS	0	0	-0,51	-0,51	-0,51						
														
3.6.1.9.9.8.0.0.0.0	65470	OUTRAS	RECEITAS	0	0	-0,51	-0,51	-0,51						
3.6.1.9.9.8.0.0.0.0.0002	219	OUTRAS	RECEITAS	0	0	-0,51	-0,51	-0,51						
														
3.6.2	360004	DESPESAS	FINANCEIRAS	314.536,05	728.721,33	-1.941,42	726.779,91	1.041.315,96						
														
3.6.2.1	361003	DESPESAS	C/TITULOS	DE	RENDA	VARIAVEL	0	547.184,94	0	547.184,94	547.184,94			
														
3.6.2.1.1	361012	DESPESAS	C/	ACOES	0	547.184,94	0	547.184,94	547.184,94					
3.6.2.1.1.3	769	PERDAS	EM	APLIC.	FINANC.	GAFISA	-	GFSA3	0	479.675,00	0	479.675,00	479.675,00	
3.6.2.1.1.4	770	PERDAS	EM	APLIC.	FINANC.ITAU	SA	-	ITSA4	0	64.050,00	0	64.050,00	64.050,00	
														
3.6.2.1.1.8	361030	OUTRAS	DESPESAS	0	3.459,94	0	3.459,94	3.459,94						
														
3.6.2.1.1.8.0	4012	OUTRAS	DESPESAS	0	3.459,94	0	3.459,94	3.459,94						
														
3.6.2.1.1.8.0.0	4013	OUTRAS	DESPESAS	0	3.459,94	0	3.459,94	3.459,94						
														
3.6.2.1.1.8.0.0.0	65471	OUTRAS	DESPESAS	0	3.459,94	0	3.459,94	3.459,94						
														
3.6.2.1.1.8.0.0.0.0	65472	OUTRAS	DESPESAS	0	3.459,94	0	3.459,94	3.459,94						
3.6.2.1.1.8.0.0.0.0.0003	760	OUTRAS	DESPESAS	–	CORRETAGEM	0	3.459,94	0	3.459,94	3.459,94				
														
3.6.2.2	548	DESPESAS	FINANCEIRAS	COM	RENDA	FIXA	0	2.014,19	0	2.014,19	2.014,19			
														
3.6.2.2.8	551	OUTRAS	DESPESAS	0	2.014,19	0	2.014,19	2.014,19						
														
3.6.2.2.8.0	552	OUTRAS	DESPESAS	0	2.014,19	0	2.014,19	2.014,19						
														
3.6.2.2.8.0.0	553	OUTRAS	DESPESAS	0	2.014,19	0	2.014,19	2.014,19						
														
3.6.2.2.8.0.0.0	554	OUTRAS	DESPESAS	0	2.014,19	0	2.014,19	2.014,19						
														
3.6.2.2.8.0.0.0.0	555	OUTRAS	DESPESAS	0	2.014,19	0	2.014,19	2.014,19						
														
3.6.2.2.8.0.0.0.0.0	556	OUTRAS	DESPESAS	0	2.014,19	0	2.014,19	2.014,19						
3.6.2.2.8.0.0.0.0.0.0001	557	OUTRAS	DESPESAS	-	TITULOS	CAPITALIZAÇÃO	0	2.014,19	0	2.014,19	2.014,19			
														
3.6.2.3	393541	DESP	FIN	OPER	SEG	RAMO	ELEM	E	VIDA/GR	312.800,71	179.170,17	-1.876,16	177.294,01	490.094,72
														
3.6.2.3.4	367017	DESP.	FINANC	-	PROV	DE	SIN.	A	LIQUIDAR	302.425,58	171.745,25	-1.876,16	169.869,09	472.294,67
														
3.6.2.3.4.1	367018	JUROS	152.725,97	151.844,35	0	151.844,35	304.570,32							
3.6.2.3.4.1.0	367019	JUROS	152.725,97	151.844,35	0	151.844,35	304.570,32							
														
3.6.2.3.4.1.0.0	367020	JUROS	152.725,97	151.844,35	0	151.844,35	304.570,32							
														
3.6.2.3.4.1.0.0.0	367021	JUROS	152.725,97	151.844,35	0	151.844,35	304.570,32							
														
3.6.2.3.4.1.0.0.0.0	367022	JUROS	152.725,97	151.844,35	0	151.844,35	304.570,32							
3.6.2.3.4.1.0.0.0.0.0001	367023	JUROS	152.725,97	151.844,35	0	151.844,35	304.570,32							
														
3.6.2.3.4.5	367026	ATUALIZACAO	MONETARIA	149.699,61	19.900,90	-1.876,16	18.024,74	167.724,35						
														
3.6.2.3.4.5.0	50991	ATUALIZACAO	MONETARIA	149.699,61	19.900,90	-1.876,16	18.024,74	167.724,35						
														
3.6.2.3.4.5.0.0	51003	ATUALIZACAO	MONETARIA	149.699,61	19.900,90	-1.876,16	18.024,74	167.724,35						
														
3.6.2.3.4.5.0.0.0	65477	ATUALIZACAO	MONETARIA	149.699,61	19.900,90	-1.876,16	18.024,74	167.724,35						
														
3.6.2.3.4.5.0.0.0.0	65478	ATUALIZACAO	MONETARIA	149.699,61	19.900,90	-1.876,16	18.024,74	167.724,35						
3.6.2.3.4.5.0.0.0.0.0001	367027	ATUALIZACO	MONETARIA	149.699,61	19.900,90	-1.876,16	18.024,74	167.724,35						
														
3.6.2.3.6	55109	DESPESAS	FINANCEIRAS	RETROCESSOES	10.375,13	7.424,92	0	7.424,92	17.800,05					
														
3.6.2.3.6.1	55114	RESSEGURADORA	LOCAL	10.375,13	7.424,92	0	7.424,92	17.800,05						
3.6.2.3.6.1.7	494	OSCILAÇÃO	CAMBIAL	10.375,13	7.424,92	0	7.424,92	17.800,05						
														
3.6.2.9	360654	OUTRAS	DESPESAS	FINANCEIRAS	1.735,34	352,03	-65,26	286,77	2.022,11					
														
3.6.2.9.5	360708	DESPESAS	FINANC	ENCARGOS	S/TRIBUTOS	513,7	126,36	0	126,36	640,06				
3.6.2.9.5.1	360717	JUROS	465,03	126,36	0	126,36	591,39							
3.6.2.9.5.2	393441	ATUALIZACAO	MONETARIA	48,67	0	0	0	48,67						
														
3.6.2.9.9	393531	DESPESAS	FINANCEIRAS	EVENTUAIS	1.221,64	225,67	-65,26	160,41	1.382,05					
														
3.6.2.9.9.1	362991	JUROS	435,59	9,36	0	9,36	444,95							
														
3.6.2.9.9.1.0	362901	JUROS	435,59	9,36	0	9,36	444,95							
														
3.6.2.9.9.1.0.0	362902	JUROS	435,59	9,36	0	9,36	444,95							
														
3.6.2.9.9.1.0.0.0	65487	JUROS	435,59	9,36	0	9,36	444,95							
														
3.6.2.9.9.1.0.0.0.0	65488	JUROS	435,59	9,36	0	9,36	444,95							
3.6.2.9.9.1.0.0.0.0.0003	705	JUROS	SOBRE	DESPESAS	ADMINISTRATIVAS	435,59	9,36	0	9,36	444,95				
														
3.6.2.9.9.2	362992	ATUALIZACAO	MONETARIA	779,32	0	-65,26	-65,26	714,06						
														
3.6.2.9.9.2.0	362993	ATUALIZACAO	MONETARIA	779,32	0	-65,26	-65,26	714,06						
														
3.6.2.9.9.2.0.0	362994	ATUALIZACAO	MONETARIA	779,32	0	-65,26	-65,26	714,06						
														
3.6.2.9.9.2.0.0.0	65489	ATUALIZACAO	MONETARIA	779,32	0	-65,26	-65,26	714,06						
														
3.6.2.9.9.2.0.0.0.0	65490	ATUALIZACAO	MONETARIA	779,32	0	-65,26	-65,26	714,06						
3.6.2.9.9.2.0.0.0.0.0002	362995	ATUALIZ	MONET	-	PROC	CIVEIS	ACOES	CONTR	779,32	0	-65,26	-65,26	714,06	
														
3.6.2.9.9.8	393569	OUTRAS	DESPESAS	6,73	216,31	0	216,31	223,04						
														
3.6.2.9.9.8.0	4179	OUTRAS	DESPESAS	6,73	216,31	0	216,31	223,04						
														
3.6.2.9.9.8.0.0	4180	OUTRAS	DESPESAS	6,73	216,31	0	216,31	223,04						
														
3.6.2.9.9.8.0.0.0	65491	OUTRAS	DESPESAS	6,73	216,31	0	216,31	223,04						
														
3.6.2.9.9.8.0.0.0.0	65492	OUTRAS	DESPESAS	6,73	216,31	0	216,31	223,04						
3.6.2.9.9.8.0.0.0.0.0001	306031	OUTRAS	DESPESAS	6,73	216,31	0	216,31	223,04						
														
3.7	393578	RESULTADO	PATRIMONIAL	-950.526,53	0	0	0	-950.526,53						
														
3.7.1	393587	RECEITAS	PATRIMONIAIS	-950.526,53	0	0	0	-950.526,53						
														
3.7.1.1	393596	RECEITAS	PATRIMONIAIS	-950.526,53	0	0	0	-950.526,53						
														
3.7.1.1.2	393630	AJUSTES	DE	INVEST	EM	CONTROL/COLIGAD	-950.526,53	0	0	0	-950.526,53			
3.7.1.1.2.1	393640	RESULTADO	DE	EQUIVALENC	PATRIMONIAL	-950.526,53	0	0	0	-950.526,53				
														
3.8	390001	GANHOS	OU	PERDAS	COM	ATIVOS	NAO	CORRENT	-21.232,50	5.135,64	-2.443,14	2.692,50	-18.540,00	
														
3.8.1	380256	RESUL	ALIENACAO	BENS	ATIVO	PERMANENT	-21.232,50	5.135,64	-2.443,14	2.692,50	-18.540,00			
														
3.8.1.1	390010	RESUL	ALIENACAO	BENS	ATIVO	PERMANENT	-21.232,50	5.135,64	-2.443,14	2.692,50	-18.540,00			
														
3.8.1.1.1	390020	RECEITA	DE	VENDA	-22.985,00	0	-280	-280	-23.265,00					
3.8.1.1.1.4	391038	MOVEIS,	MAQUINAS	E	UTENSILIOS	-485	0	-280	-280	-765				
3.8.1.1.1.5	393884	VEICULOS	-22.500,00	0	0	0	-22.500,00							
														
3.8.1.1.2	391074	VALOR	CONTABIL	LIQUIDO	1.752,50	5.135,64	-2.163,14	2.972,50	4.725,00					
3.8.1.1.2.4	391119	MOVEIS,	MAQUINAS	E	UTENSILIOS	1.752,50	5.135,64	-2.163,14	2.972,50	4.725,00				
														
3.9	390129	IMPOSTOS	E	PARTICIP	SOBRE	O	LUCRO	680.997,36	0	0	0	680.997,36		
														
3.9.1	391164	IMPOSTOS	E	CONTRIBUICOES	254.966,43	0	0	0	254.966,43					
														
3.9.1.1	391173	IMPOSTOS	E	CONTRIBUICOES	254.966,43	0	0	0	254.966,43					
														
3.9.1.1.1	391182	IMPOSTOS	E	CONTRIBUICOES	254.966,43	0	0	0	254.966,43					
														
3.9.1.1.1.1	391111	IMPOSTO	DE	RENDA	160.387,84	0	0	0	160.387,84					
														
3.9.1.1.1.1.0	391112	IMPOSTO	DE	RENDA	160.387,84	0	0	0	160.387,84					
														
3.9.1.1.1.1.0.0	391113	IMPOSTO	DE	RENDA	160.387,84	0	0	0	160.387,84					
														
3.9.1.1.1.1.0.0.0	65505	IMPOSTO	DE	RENDA	160.387,84	0	0	0	160.387,84					
														
3.9.1.1.1.1.0.0.0.0	65506	IMPOSTO	DE	RENDA	160.387,84	0	0	0	160.387,84					
3.9.1.1.1.1.0.0.0.0.0001	391191	PROV	IRPJ	-	VALORES	CORRENTES	160.387,84	0	0	0	160.387,84			
														
3.9.1.1.1.2	391201	CONTRIBUICAO	SOCIAL	94.578,59	0	0	0	94.578,59						
														
3.9.1.1.1.2.0	391202	CONTRIBUICAO	SOCIAL	94.578,59	0	0	0	94.578,59						
														
3.9.1.1.1.2.0.0	391203	CONTRIBUICAO	SOCIAL	94.578,59	0	0	0	94.578,59						
														
3.9.1.1.1.2.0.0.0	65507	CONTRIBUICAO	SOCIAL	94.578,59	0	0	0	94.578,59						
														
3.9.1.1.1.2.0.0.0.0	65508	CONTRIBUICAO	SOCIAL	94.578,59	0	0	0	94.578,59						
3.9.1.1.1.2.0.0.0.0.0001	391204	PROV	CSLL	-	VALORES	CORRENTES	94.578,59	0	0	0	94.578,59			
														
3.9.2	392235	PARTICIPACOES	SOBRE	O	LUCRO	426.030,93	0	0	0	426.030,93				
														
3.9.2.1	394062	PARTICIPACOES	SOBRE	O	LUCRO	426.030,93	0	0	0	426.030,93				
														
3.9.2.1.1	392253	DESP	C//	PARTIC/	NOS	LUCROS	E	RESULT	426.030,93	0	0	0	426.030,93	
3.9.2.1.1.1	392271	ADMINISTRADORES	50.000,00	0	0	0	50.000,00							
3.9.2.1.1.2	392262	EMPREGADOS	376.030,93	0	0	0	376.030,93							
														
	TOTAL	DE	DÉBITOS	:	195.274.936,01									
	TOTAL	DE	CRÉDITOS:	-195.274.936,01										
